subject,phase,filter,r_-10s,r_-9s,r_-8s,r_-7s,r_-6s,r_-5s,r_-4s,r_-3s,r_-2s,r_-1s,r_+0s,r_+1s,r_+2s,r_+3s,r_+4s,r_+5s,r_+6s,r_+7s,r_+8s,r_+9s,r_+10s,rhomax,n_windows
4,Stim,filtfilt,-0.010205490568313547,0.46565479340552224,0.7927670087335233,0.8292906284743939,0.5457360339021153,0.04321896341506393,-0.48439597825043545,-0.88699372113621,-0.7453608239918117,-0.32797513882888074,0.19493943030634794,0.6181370147097207,0.786484917530978,0.6549343683334676,0.08395899512499141,-0.3115708425461536,-0.546677451368877,-0.5580224604800199,-0.37665177297875185,-0.10109229775288871,0.1534101986636796,0.8956997129306522,640
4,Post,filtfilt,0.11998719296955251,0.5586964279884105,0.8287434256937558,0.8062459416815777,0.47632610552865245,-0.05204844490380805,-0.5837554506444664,-0.9582434647352069,-0.7811519108066342,-0.3202519973648453,0.24797927281791612,0.7093142285293483,0.8977738235719839,0.7589819769749708,0.12180863980484205,-0.3410230675143456,-0.6394980329186195,-0.6884486279934967,-0.504065934010604,-0.18382235903265723,0.1425822405554936,0.898131375474894,512
5,Pre,filtfilt,-0.1010846343650649,0.3543731817380638,0.6869950944063511,0.7762323159843956,0.5908013176020375,0.20137765870466537,-0.24625194976448947,-0.6772740947984288,-0.660300515422529,-0.40829941359395383,-0.028929213697124992,0.32788349136598405,0.5304642178183472,0.5159028271155985,0.16534146138679245,-0.13029805899619595,-0.33485857603559493,-0.3765412534865942,-0.2571415688498726,-0.04518918913037319,0.15823479652279446,0.7974444502676821,512
5,Stim,filtfilt,0.015064217619490772,0.45587780032833114,0.7712639910078101,0.8421761692214641,0.6293352110834097,0.19271205422846494,-0.32488072713526783,-0.8712307374791803,-0.893817035394419,-0.6149213823670558,-0.13025543029009387,0.3916270107859592,0.7704902337022267,0.8797198147964993,0.5056373674674054,0.04042263410334461,-0.40814291866326863,-0.6881930179401937,-0.717089986837189,-0.50641664927295,-0.15063429112839738,0.9288227064973462,640
5,Post,filtfilt,-0.12120686929178742,0.2892824121601534,0.6101897746086323,0.715189887324773,0.5565512427732705,0.18694451904107762,-0.25837479408933917,-0.7116102037659308,-0.7057539911870514,-0.44317276802274186,-0.024438767615449178,0.3935561109876516,0.6587875946166,0.6812420447444332,0.2904997159800557,-0.10183345900963418,-0.43623505876798724,-0.6013034896926248,-0.5534146522336264,-0.3256851278166696,-0.008787915231363574,0.8497474535706815,512
6,Pre,filtfilt,-0.1274443812929174,0.1802881814836675,0.4467390461484556,0.5459214147518947,0.4152472335178302,0.09088651873197873,-0.3003262923670096,-0.6555318431774286,-0.5761037774070379,-0.2508551972049453,0.19185480302470925,0.5688352324102546,0.7208314955311556,0.5819880782749227,-0.019808550671274017,-0.4428788234982725,-0.6821538359833659,-0.6476765434800971,-0.36436210659394785,0.0437997133824992,0.41040188107006553,0.810068890727942,512
6,Stim,filtfilt,-0.06707382118660161,0.3666008394615811,0.7075341216697584,0.8160685564892116,0.630550052585413,0.19973823558051368,-0.3279424822629899,-0.880226988767804,-0.8794133410218372,-0.5579627318800562,-0.03283047681422484,0.5001375550201047,0.8431415618714461,0.8739457321601186,0.36688308719276874,-0.140331072985672,-0.5638476398010477,-0.7569414927189584,-0.6697803283482221,-0.3602873707121728,0.038029650810530356,0.9020569030540748,640
6,Post,filtfilt,0.26901561509318683,0.6597510327960854,0.8559328390198376,0.782755270743833,0.45311137783490385,-0.03181882872391009,-0.5138693663052327,-0.8917992560742434,-0.7897531538261995,-0.4325498739596749,0.0549458855393916,0.5051880721888222,0.7687503025086928,0.7673275484861052,0.33164478497009936,-0.08007506722866291,-0.4213166931336093,-0.586308499332652,-0.5426877342013343,-0.33510982894318614,-0.059319110817164344,0.8713729888750084,512
7,Pre,filtfilt,0.30398529703778415,0.6104434953494243,0.6908770091194001,0.5161024508814922,0.1539226293993381,-0.2596341390624557,-0.5739571864965494,-0.6424261628111654,-0.4077563465660543,-0.04275274083134473,0.32353416668109336,0.5694909365054889,0.6207031565873575,0.47025486813107986,0.0041812450553199085,-0.3173943545783683,-0.5298297416694533,-0.5705910400142779,-0.4309601901046903,-0.1572911094720294,0.16311662977500072,0.7519125456220893,512
7,Stim,filtfilt,-0.0448871888040392,0.36500623547527894,0.6443589428468319,0.6733864211482142,0.4331440405492903,0.01705334085181381,-0.40637719155959956,-0.6946922073799752,-0.5450688588373263,-0.18291792949307378,0.23842407652171102,0.5460952010796994,0.6211129201681365,0.446030433405067,-0.07834904735048256,-0.38493896247539156,-0.5137276233815294,-0.4296172422583274,-0.18710281279280264,0.1010308250914127,0.3163600343833076,0.7571921910650368,640
7,Post,filtfilt,0.19335220311453022,0.5985749672766626,0.7839906276830297,0.6487186005734689,0.22696636188111405,-0.3168458230148032,-0.7538559005098009,-0.8177856640144796,-0.42288032446927787,0.15656661096916646,0.6770754149552007,0.9182991818273802,0.779716465506958,0.32388806762687944,-0.5099555850477072,-0.8295362208151823,-0.8025425004645085,-0.4583925292336245,0.044094357524050595,0.4922290546221548,0.7126975947301122,0.9290625993334678,512
8,Pre,filtfilt,0.14097779050883352,0.3837405029091399,0.560177199304516,0.5885468949092376,0.42353907054124706,0.08796087800566871,-0.3213341078375074,-0.7618049213815281,-0.7652612036075844,-0.5001087897371765,-0.05050116183336744,0.4236391102299113,0.7486326992583681,0.8069650302175996,0.3939678461274691,-0.051313703678857556,-0.4403282131856286,-0.6393764206299497,-0.5996295719901121,-0.3681846441831764,-0.057976723954729775,0.8544664075612646,512
8,Stim,filtfilt,0.6035604244517182,0.8739327489424618,0.9060807800554397,0.6819972651972206,0.2584437851696525,-0.24710410535502722,-0.6898560630440068,-0.9681844502913295,-0.8166844041606275,-0.43544966101363813,0.06378013109316712,0.5361256498221045,0.847579602493371,0.9147036063422359,0.5561583558922403,0.1237638101637325,-0.3201300660377359,-0.6538074164491943,-0.7946109674754054,-0.7188748227075704,-0.4630621182153649,0.9420615139007248,640
